Date,Adj Close,rv5
1996-01-02,0.010616650079092071,7.806804809920635e-05
1996-01-03,0.0027622218467397985,2.6942707307301583e-05
1996-01-04,-0.00957418024014256,0.00017743172268253968
1996-01-05,-0.0020274880523851735,2.0352104003571426e-06
1996-01-09,-0.017334205414464954,0.0002076033354325397
1996-01-10,-0.01320088850203227,0.00019132214533730158
1996-01-11,0.005974731248175935,2.0645495120039684e-05
1996-01-12,-0.0015545298062731305,6.243726228571428e-05
1996-01-15,-0.0020777096984718746,4.2985040015873023e-05
1996-01-16,0.012143246885204295,0.00011628284573015873
1996-01-17,-0.003086704275908847,3.391513577146825e-05
1996-01-18,0.003343517045538036,4.928920476587302e-05
1996-01-19,0.006652974526211608,3.205177889587302e-05
1996-01-22,0.0002550445901952081,1.4189163688928571e-05
1996-01-23,0.002291974465411517,7.194127565714287e-06
1996-01-24,0.008107738675048992,4.2894226285714294e-05
1996-01-25,-0.0035391879676849314,1.1977138024801587e-05
1996-01-26,0.008573071257254483,1.4768051667658731e-05
1996-01-29,0.004008762569754687,1.6716437288928575e-05
1996-01-30,0.008466432827934245,2.530364118892857e-05
1996-01-31,0.010360003322777533,4.701974448015873e-05
1996-02-01,0.003674607282386333,1.3648320533492066e-05
1996-02-02,-0.00416521321097818,4.0402442099206355e-05
1996-02-05,0.008069208383807425,4.247197232142858e-05
1996-02-06,0.00945342136073668,4.35959691468254e-05
1996-02-07,0.0057734613273972,3.981280514285714e-05
1996-02-08,0.010736198808508846,3.549902668253968e-05
1996-02-09,-0.00023689910199697906,8.987477792063492e-05
1996-02-12,0.007566338771258341,6.093323434920635e-05
1996-02-13,-0.002122164954989181,7.964552476587301e-05
1996-02-14,-0.008773278602988377,5.344931448015872e-05
1996-02-15,-0.006211326313095622,4.486788448015873e-05
1996-02-16,-0.004082105323015561,2.7099492457301584e-05
1996-02-20,-0.009914171396697924,9.508037175000001e-05
1996-02-21,0.012317819387520412,5.5757076571428575e-05
1996-02-22,0.015718086698004896,4.500977381349206e-05
1996-02-23,-0.0028395445688085275,0.00013752939375
1996-02-26,-0.014319846849749851,7.64270271468254e-05
1996-02-27,-0.0031300035798564885,6.337957000396825e-05
1996-02-28,-0.004592397230641421,0.00013428058019444446
1996-02-29,-0.009736680644353513,0.00014173650032142855
1996-03-01,0.015774993177986918,0.00013228210809920632
1996-03-04,0.005762370040611309,7.890628628571428e-05
1996-03-05,0.009293475100258686,3.137055281285714e-05
1996-03-06,-0.008815081491281962,1.5442812630000003e-05
1996-03-07,0.005012574088410382,3.4889510008928574e-05
1996-03-08,-0.03291671854639233,0.000693000916765873
1996-03-11,0.011498564289361912,0.0002109624003968254
1996-03-12,-0.007814418751570518,0.00016216761792063492
1996-03-13,0.006840889039090747,5.574390668253969e-05
1996-03-14,0.0043735836237388526,2.8854352895277774e-05
1996-03-15,-0.0006725254757431465,3.6394956260357144e-05
1996-03-18,0.019066449888165415,5.873474444444445e-05
1996-03-19,-0.0021536735493152825,5.1490032142857146e-05
1996-03-20,-0.001198892415223085,5.1030900003968254e-05
1996-03-21,-0.0024010612495790618,1.3902462643214285e-05
1996-03-22,0.0026411062371507477,1.206108762892857e-05
1996-03-25,-0.0019204574360713877,5.736020628571429e-05
1996-03-26,0.004794245953819498,2.6330781306706344e-05
1996-03-27,-0.009128521847763249,4.306272057142857e-05
1996-03-28,0.0038537745236579823,4.913453601587301e-05
1996-03-29,-0.004819280934004855,0.00012951601428571428
1996-04-01,0.011527831441029868,2.471830778099206e-05
1996-04-02,0.00190788661284369,5.1206240809920635e-06
1996-04-03,0.0,9.79413600015873e-06
1996-04-04,-0.0007151839940977567,4.003927829999999e-06
1996-04-08,-0.017320349295944393,0.00011776295168253969
1996-04-09,-0.003890316119409043,3.0210174028928574e-05
1996-04-10,-0.017943447576361127,0.0002017974445873016
1996-04-11,-0.0012408478784675658,0.0003083085622857143
1996-04-12,0.012585192980701265,5.072356143253969e-05
1996-04-15,0.008302828311703703,3.210979422099206e-05
1996-04-16,0.0029141691280640813,8.92809524765873e-06
1996-04-17,-0.002427772177966414,5.090947125396826e-05
1996-04-18,0.001457293817494154,4.417352003571429e-05
1996-04-19,0.002424241059133969,1.438044223e-05
1996-04-22,0.007718255995566192,3.363105233337302e-05
1996-04-23,0.003118967702574693,2.287843214285714e-05
1996-04-24,-0.0035994690728604617,2.118015200892857e-05
1996-04-25,0.004556696165047391,4.017533000396825e-05
1996-04-26,0.0021518543419776215,4.35718483968254e-05
1996-04-29,0.0,1.1504027008928572e-05
1996-04-30,-0.0007171163254171553,1.7246084644801592e-05
1996-05-01,0.002148395964245431,3.324282432142857e-05
1996-05-02,-0.017316373138023256,6.296700432142856e-05
1996-05-03,-0.0014570656422154826,8.390618619444446e-05
1996-05-06,-0.0009720778176207645,5.700579657142858e-05
1996-05-07,-0.004142748853340983,3.3774042972857144e-05
1996-05-08,0.012377207479302044,0.00018901489289285713
1996-05-09,-0.0007233356059446194,5.9349472321428575e-05
1996-05-10,0.009847284879838547,2.4324578765873016e-05
1996-05-13,0.014945069465373884,6.672036067063493e-05
1996-05-14,0.006103224397611129,4.245005188928571e-06
1996-05-15,-0.0011710069805879186,4.950349000396825e-05
1996-05-16,0.0021065677863445487,2.4345896528928575e-05
1996-05-17,0.005363335229208843,4.439133622857143e-06
1996-05-20,0.00672161134193372,5.150630628571429e-05
1996-05-21,-0.001386979420076262,2.104844801587302e-05
1996-05-22,0.009439288624411457,3.19540637543254e-05
1996-05-23,-0.004133327444368451,8.948582628571429e-05
1996-05-24,0.0039043167257832856,2.9865408765873014e-05
1996-05-28,-0.010135878849521607,6.952261525396826e-05
1996-05-29,-0.006737594267012259,6.681816128571427e-05
1996-05-30,0.005115316191950825,6.330837644444445e-05
1996-05-31,-0.007448853107768105,6.569420458730159e-05
1996-06-03,0.002800217092045365,4.419780673015873e-05
1996-06-04,0.006964966727467381,4.754892223214286e-06
1996-06-05,0.008754026438828166,3.742133850321429e-05
1996-06-06,-0.0073662699291898726,3.7847125396825395e-05
1996-06-07,0.0,0.00010878868839682539
1996-06-10,-0.0032402452163067252,4.082587460357143e-06
1996-06-11,-0.0009277160484684188,6.112516000396825e-05
1996-06-12,-0.0018575591882243891,4.51730541111111e-05
1996-06-13,0.0,4.663178733730159e-05
1996-06-14,-0.00419338842552941,1.1784111253968253e-05
1996-06-17,-0.0007003034473385128,6.0330885730158726e-05
1996-06-18,-0.008208882662181338,1.717797792063492e-05
1996-06-19,0.00446507015330333,3.7082151682539686e-05
1996-06-20,-0.0007048132571441101,4.9176935253968256e-05
1996-06-21,0.008564582651959807,2.18570894765873e-06
1996-06-24,0.001869270822783875,8.628437404801589e-06
1996-06-25,-0.0011677126343467847,9.951333235277778e-06
1996-06-26,-0.006800217191337943,2.5389968716825394e-05
1996-06-27,0.0070333182597854815,8.594377601587301e-05
1996-06-28,0.00349897260226939,2.2646472400039686e-05
1996-07-01,0.008577840657841396,8.42715432142857e-06
1996-07-02,-0.003700320393028367,2.3658135143253967e-08
1996-07-03,-0.0020876227665183045,1.9304530378134918e-05
1996-07-05,-0.025871666803005233,0.00035456182300000005
1996-07-08,-0.004058757806032709,6.729790289285715e-05
1996-07-09,0.004058757806032709,1.5074355671468252e-05
1996-07-10,0.004042444059015882,8.886359533730158e-05
1996-07-11,-0.02037697710783437,0.00028155097601587303
1996-07-12,0.000726335729192229,5.0707411432539684e-05
1996-07-15,-0.029969991421353814,0.000410098768765873
1996-07-16,0.002490246895666015,0.0014118681600158729
1996-07-17,0.011869603509741644,6.551154432142856e-05
1996-07-18,0.013671754701655381,0.00015073040089285715
1996-07-19,-0.007301110504693842,7.542583209920633e-05
1996-07-22,-0.007354035910988266,3.3586936508928566e-05
1996-07-23,-0.012878167475244506,0.00018560428714682538
1996-07-24,0.001991955679529589,0.000202619766765873
1996-07-25,0.00891526364945383,1.9703300267301584e-05
1996-07-26,0.005409415171126586,2.1506856005714286e-05
1996-07-29,-0.011096542801161124,3.72585883543254e-05
1996-07-30,0.009624182440825635,4.185514048015873e-05
1996-07-31,0.007340314378662782,3.918356262892857e-05
1996-08-01,0.01644192697076896,0.00010132207809920633
1996-08-02,0.021352923505013166,2.6918712366706346e-05
1996-08-05,-0.005885962683010337,1.683553650003968e-05
1996-08-06,0.003064687362924534,5.2471032142857135e-05
1996-08-07,0.0025863421813636656,7.527163125396824e-05
1996-08-08,-0.0016447860899830857,1.2059862533373015e-05
1996-08-09,-0.0032980811429128565,5.5771188892857145e-05
1996-08-12,0.0072878786440711,6.103851003571427e-05
1996-08-13,-0.007996040955463357,3.643563105777778e-05
1996-08-14,0.003535899656290198,2.4635006670634918e-05
1996-08-15,-0.0018843312178158378,6.049836822857143e-06
1996-08-16,0.008450566754028888,6.525267383492063e-06
1996-08-19,0.00046708272357243175,6.293898750634921e-10
1996-08-20,-0.0007006600103451888,5.961318766706348e-10
1996-08-21,-0.0035135395032699357,7.811373741111112e-06
1996-08-22,0.009341687421649869,4.107631381349206e-05
1996-08-23,-0.005360588976482283,1.8846885142857144e-05
1996-08-26,-0.004920075648612077,3.944202850158731e-06
1996-08-27,0.003750630306606606,1.0350740089285717e-06
1996-08-28,-0.0016391010715173238,1.5082134285873015e-05
1996-08-29,-0.009891523043187966,4.501991733730158e-05
1996-08-30,-0.010468729396670096,7.642812857142856e-05
1996-09-03,0.006437112240325948,8.411404476587302e-05
1996-09-04,0.0009499420119127855,2.159302633373016e-06
1996-09-05,-0.012182314723194754,3.312851400892858e-05
1996-09-06,0.014079588922132125,7.140932268253966e-05
1996-09-09,0.01177850150904547,2.1307846630000005e-05
1996-09-10,-0.0004685448750088028,4.038642733730159e-05
1996-09-11,0.005607918065473783,4.127033476587302e-05
1996-09-12,0.00696518768029275,3.398347889285714e-05
1996-09-13,0.015155489675443334,3.958188930003969e-05
1996-09-16,0.0036398036699369918,2.6398188617500007e-05
1996-09-17,-0.002273670653509363,7.034864014285712e-05
1996-09-18,-0.002506691562346397,6.164693691468254e-06
1996-09-19,0.0038712285816200342,2.835988234765873e-05
